x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6
0,14,3,25,5,42,1,11,2,6,4,17
1,21,2,22,3,44,0,23,4,43,5,87
0,12,3,23,5,50,1,11,2,16,4,27
0,21,4,16,5,43,1,6,2,10,3,27
1,22,3,46,4,23,0,24,2,1,5,69
1,14,2,8,5,59,0,23,3,37,4,22
0,24,1,22,4,44,2,22,3,46,5,90
2,24,3,13,5,42,0,8,1,5,4,29
1,23,3,28,4,38,0,5,2,15,5,66
1,15,3,33,4,35,0,18,2,20,5,68
2,17,4,19,5,40,0,19,1,2,3,21
0,19,4,20,5,49,1,10,2,10,3,29
0,11,4,26,5,43,1,6,2,20,3,17
1,15,3,22,5,49,0,7,2,12,4,27
0,20,3,38,4,26,1,18,2,8,5,64
0,7,3,31,4,48,1,24,2,24,5,79
0,20,3,36,4,24,1,16,2,8,5,60
2,5,4,26,5,55,0,8,1,21,3,29
2,15,3,27,5,55,0,14,1,13,4,28
1,20,3,23,4,42,0,3,2,22,5,65
1,15,3,29,5,46,0,14,2,2,4,17
0,23,3,35,4,36,1,12,2,24,5,71
1,21,3,28,4,32,0,7,2,11,5,60
0,14,3,36,4,38,1,22,2,16,5,74
0,16,1,16,5,51,2,3,3,32,4,19
2,19,3,33,4,32,0,20,1,13,5,65
2,15,4,28,5,55,0,14,1,13,3,27
1,10,2,23,5,50,0,7,3,17,4,33
1,20,2,21,3,40,0,20,4,41,5,81
0,3,4,37,5,54,1,14,2,23,3,17
0,22,3,25,5,34,1,3,2,6,4,9
0,14,3,26,5,53,1,12,2,15,4,27
0,10,4,31,5,55,1,14,2,17,3,24
0,16,1,9,5,58,2,24,3,25,4,33
1,13,3,21,5,48,0,8,2,14,4,27
2,14,3,39,4,35,0,18,1,21,5,74
1,19,2,14,5,60,0,8,3,27,4,33
0,22,3,28,5,39,1,6,2,5,4,11
2,12,3,38,4,32,0,18,1,20,5,70
2,16,4,24,5,44,0,12,1,8,3,20
1,11,2,17,5,63,0,24,3,35,4,28
0,6,3,23,5,56,1,17,2,16,4,33
1,16,4,22,5,49,0,11,2,6,3,27
2,21,4,23,5,40,0,15,1,2,3,17
1,17,3,20,5,53,0,3,2,16,4,33
0,21,3,29,4,32,1,8,2,24,5,61
1,12,4,27,5,46,0,7,2,15,3,19
0,11,3,33,4,46,1,22,2,24,5,79
0,16,4,21,5,51,1,14,2,7,3,30
2,20,4,28,5,44,0,8,1,8,3,16
0,2,1,23,5,58,2,10,3,25,4,33
0,23,4,17,5,46,1,6,2,11,3,29
2,20,3,31,4,33,0,18,1,13,5,64
2,18,4,27,5,45,0,9,1,9,3,18
1,23,2,3,5,69,0,20,3,43,4,26
0,17,4,19,5,42,1,6,2,13,3,23
1,14,3,23,5,49,0,9,2,12,4,26
0,10,3,34,4,40,1,24,2,16,5,74
2,17,3,26,5,46,0,23,1,3,4,20
1,17,3,37,4,37,0,20,2,20,5,74
0,4,3,26,5,63,1,22,2,15,4,37
1,11,2,21,5,51,0,8,3,19,4,32
2,14,3,27,5,54,0,14,1,13,4,27
1,5,4,24,5,50,0,21,2,19,3,26
1,16,2,12,5,61,0,17,3,33,4,28
2,11,4,24,5,55,0,18,1,13,3,31
1,23,2,16,3,44,0,21,4,39,5,83
0,13,4,24,5,43,1,6,2,18,3,19
1,23,3,34,4,36,0,11,2,13,5,70
1,18,4,22,5,55,0,15,2,4,3,33
1,11,4,33,5,45,0,1,2,22,3,12
2,20,3,18,5,53,0,3,1,15,4,35
0,18,4,21,5,49,1,10,2,11,3,28
0,9,1,21,5,63,2,12,3,30,4,33
0,8,1,16,5,59,2,19,3,24,4,35
0,5,3,24,5,50,1,19,2,7,4,26
1,9,3,27,5,50,0,18,2,14,4,23
1,17,2,12,5,60,0,14,3,31,4,29
1,9,4,26,5,52,0,17,2,17,3,26
1,14,2,19,5,61,0,14,3,28,4,33
1,8,3,26,5,51,0,18,2,17,4,25
1,19,4,23,5,54,0,12,2,4,3,31
2,3,3,35,5,50,0,23,1,12,4,15
0,9,4,28,5,50,1,13,2,15,3,22
0,11,4,26,5,42,1,5,2,21,3,16
1,18,2,5,5,59,0,18,3,36,4,23
0,23,1,5,5,56,2,23,3,28,4,28
2,22,4,25,5,34,0,6,1,3,3,9
2,11,3,27,5,50,0,15,1,12,4,23
2,12,4,24,5,43,0,7,1,12,3,19
1,19,2,3,5,64,0,23,3,42,4,22
0,17,3,32,4,32,1,15,2,17,5,64
1,16,2,8,5,56,0,16,3,32,4,24
1,21,2,6,5,69,0,21,3,42,4,27
2,12,3,39,4,34,0,17,1,22,5,73
1,12,2,18,5,62,0,20,3,32,4,30
0,21,2,21,4,40,1,19,3,40,5,80
2,24,3,29,4,36,0,17,1,12,5,65
0,16,4,28,5,53,1,9,2,19,3,25
0,22,1,14,5,54,2,4,3,36,4,18
0,4,4,27,5,48,1,17,2,10,3,21
0,7,3,28,5,55,1,21,2,6,4,27
1,18,4,19,5,43,0,6,2,1,3,24
2,19,3,33,4,33,0,19,1,14,5,66
0,4,4,26,5,51,1,21,2,5,3,25
1,21,3,38,4,27,0,17,2,6,5,65
1,14,4,16,5,48,0,18,2,2,3,32
0,19,3,38,4,36,1,19,2,17,5,74
1,16,4,25,5,47,0,6,2,9,3,22
1,12,4,24,5,42,0,6,2,12,3,18
0,20,1,12,5,50,2,6,3,32,4,18
0,19,1,9,5,56,2,19,3,28,4,28
0,22,1,24,4,45,2,21,3,46,5,91
0,13,3,21,5,48,1,8,2,19,4,27
0,23,1,8,5,61,2,22,3,31,4,30
1,15,3,23,5,51,0,8,2,13,4,28
2,17,3,29,4,35,0,11,1,18,5,64
0,15,3,27,5,52,1,12,2,13,4,25
1,18,3,27,4,41,0,9,2,23,5,68
2,9,3,21,5,50,0,1,1,20,4,29
1,7,3,31,5,51,0,24,2,13,4,20
2,19,4,29,5,43,0,4,1,10,3,14
1,10,3,27,5,48,0,17,2,11,4,21
0,23,3,38,4,24,1,15,2,9,5,62
1,16,4,19,5,53,0,18,2,3,3,34
0,4,1,20,5,58,2,14,3,24,4,34
0,1,3,25,5,56,1,24,2,7,4,31
1,12,4,30,5,52,0,10,2,18,3,22
2,2,4,26,5,63,0,13,1,24,3,37
0,18,3,20,5,42,1,2,2,20,4,22
1,23,2,3,5,68,0,19,3,42,4,26
0,19,3,40,4,30,1,21,2,9,5,70
1,16,4,18,5,52,0,18,2,2,3,34
1,22,3,29,4,39,0,7,2,17,5,68
1,10,4,18,5,50,0,22,2,8,3,32
1,16,3,26,5,43,0,10,2,1,4,17
0,9,1,21,5,62,2,11,3,30,4,32
1,21,2,11,5,62,0,9,3,30,4,32
2,13,4,27,5,47,0,6,1,14,3,20
0,8,3,32,4,41,1,24,2,17,5,73
1,22,2,17,3,45,0,23,4,39,5,84
0,7,3,22,5,57,1,15,2,20,4,35
1,15,4,16,5,51,0,20,2,1,3,35
1,13,2,16,5,63,0,21,3,34,4,29
1,9,2,22,5,57,0,17,3,26,4,31
2,23,4,28,5,46,0,13,1,5,3,18
0,17,3,36,4,36,1,19,2,17,5,72
1,6,4,24,5,48,0,18,2,18,3,24
0,19,2,20,4,43,1,23,3,42,5,85
2,16,4,24,5,47,0,15,1,8,3,23
1,13,2,18,5,57,0,13,3,26,4,31
0,19,2,24,3,40,1,21,4,45,5,85
1,21,3,41,4,30,0,20,2,9,5,71
0,23,1,20,4,40,2,20,3,43,5,83
2,23,3,30,4,34,0,19,1,11,5,64
1,10,2,23,5,61,0,18,3,28,4,33
0,3,3,24,5,63,1,21,2,18,4,39
1,11,4,21,5,56,0,24,2,10,3,35
2,1,3,34,5,49,0,20,1,14,4,15
1,21,3,39,4,36,0,18,2,15,5,75
1,15,2,13,5,62,0,19,3,34,4,28
1,11,4,28,5,51,0,12,2,17,3,23
2,20,3,16,5,42,0,10,1,6,4,26
1,11,3,30,5,52,0,19,2,11,4,22
0,17,3,28,5,45,1,11,2,6,4,17
0,17,3,30,5,46,1,13,2,3,4,16
0,20,1,14,5,51,2,3,3,34,4,17
1,14,2,18,5,63,0,17,3,31,4,32
0,7,1,22,5,62,2,11,3,29,4,33
2,14,4,25,5,53,0,17,1,11,3,28
1,9,3,25,5,50,0,16,2,16,4,25
0,20,3,37,4,27,1,17,2,10,5,64
0,24,3,25,5,34,1,1,2,8,4,9
1,11,2,21,5,61,0,18,3,29,4,32
1,5,3,28,5,51,0,23,2,18,4,23
2,5,4,24,5,51,0,8,1,19,3,27
0,13,3,27,5,49,1,14,2,8,4,22
0,21,1,23,4,42,2,19,3,44,5,86
1,22,2,11,5,60,0,5,3,27,4,33
2,7,4,24,5,61,0,20,1,17,3,37
0,6,4,30,5,60,1,24,2,6,3,30
2,4,4,25,5,51,0,5,1,21,3,26
2,23,4,30,5,47,0,10,1,7,3,17
1,19,3,33,4,33,0,14,2,14,5,66
0,23,3,40,4,19,1,17,2,2,5,59
1,23,2,7,5,59,0,6,3,29,4,30
2,22,3,24,5,47,0,23,1,1,4,23
0,23,3,25,5,45,1,2,2,18,4,20
0,21,3,27,5,41,1,6,2,8,4,14
1,10,2,16,5,57,0,21,3,31,4,26
1,12,3,24,5,52,0,12,2,16,4,28
0,14,4,18,5,48,1,16,2,2,3,30
0,12,3,26,5,49,1,14,2,9,4,23
1,21,2,4,5,58,0,12,3,33,4,25
2,20,3,34,4,38,0,16,1,18,5,72
0,6,4,24,5,50,1,20,2,4,3,26
0,11,3,24,5,54,1,13,2,17,4,30
0,24,1,19,4,43,2,24,3,43,5,86
0,11,1,18,5,62,2,15,3,29,4,33
0,4,3,21,5,58,1,17,2,20,4,37
2,17,4,19,5,42,0,21,1,2,3,23
2,20,4,28,5,46,0,10,1,8,3,18
0,12,4,27,5,43,1,4,2,23,3,16
0,23,3,36,4,31,1,13,2,18,5,67
1,12,4,28,5,49,0,9,2,16,3,21
1,18,3,38,4,37,0,20,2,19,5,75
0,23,2,23,3,46,1,23,4,46,5,92
1,19,3,27,4,43,0,8,2,24,5,70
1,16,3,34,4,35,0,18,2,19,5,69
0,24,2,16,3,44,1,20,4,36,5,80
0,4,1,24,5,57,2,5,3,28,4,29
2,15,4,28,5,49,0,8,1,13,3,21
2,20,3,30,4,34,0,16,1,14,5,64
1,18,3,26,4,41,0,8,2,23,5,67
1,17,3,28,5,47,0,11,2,2,4,19
2,22,4,28,5,40,0,6,1,6,3,12
1,17,2,12,5,62,0,16,3,33,4,29
0,12,3,36,4,34,1,24,2,10,5,70
0,12,4,25,5,53,1,16,2,9,3,28
0,22,2,21,4,40,1,19,3,41,5,81
2,11,3,25,5,51,0,10,1,15,4,26
0,4,4,32,5,52,1,16,2,16,3,20
1,14,2,24,5,53,0,1,3,15,4,38
0,2,3,24,5,57,1,22,2,11,4,33
1,18,4,19,5,42,0,5,2,1,3,23
0,3,4,30,5,57,1,24,2,6,3,27
1,22,3,25,4,44,0,3,2,22,5,69
0,9,4,28,5,61,1,24,2,4,3,33
0,11,4,30,5,49,1,8,2,22,3,19
1,17,3,24,5,43,0,7,2,2,4,19
0,15,4,28,5,55,1,12,2,16,3,27
1,14,2,15,5,56,0,13,3,27,4,29
1,18,3,19,5,51,0,1,2,14,4,32
1,24,3,28,4,37,0,4,2,13,5,65
2,5,3,34,5,52,0,21,1,13,4,18
1,16,2,18,5,61,0,11,3,27,4,34
1,12,3,25,5,55,0,13,2,18,4,30
0,12,1,19,5,62,2,12,3,31,4,31
2,2,3,33,5,50,0,18,1,15,4,17
2,12,4,28,5,54,0,10,1,16,3,26
1,19,3,32,4,32,0,13,2,13,5,64
2,22,3,31,4,45,0,8,1,23,5,76
2,16,3,21,5,52,0,6,1,15,4,31
1,13,3,28,5,43,0,15,2,2,4,15
1,24,2,20,3,41,0,17,4,44,5,85
0,24,3,45,4,23,1,21,2,2,5,68
2,18,3,38,4,33,0,23,1,15,5,71
0,11,3,32,4,40,1,21,2,19,5,72
2,21,3,20,4,40,0,1,1,19,5,60
1,20,2,14,5,60,0,6,3,26,4,34
1,6,2,22,5,58,0,24,3,30,4,28
0,2,1,22,5,68,2,22,3,24,4,44
0,24,3,40,4,19,1,16,2,3,5,59
1,22,3,28,4,32,0,6,2,10,5,60
1,15,3,19,5,57,0,4,2,23,4,38
0,23,1,6,5,57,2,22,3,29,4,28
0,17,4,23,5,51,1,11,2,12,3,28
1,12,3,24,5,55,0,12,2,19,4,31
1,6,4,25,5,51,0,20,2,19,3,26
0,22,3,38,4,27,1,16,2,11,5,65
2,7,4,24,5,60,0,19,1,17,3,36
2,11,4,26,5,54,0,13,1,15,3,28
2,15,3,40,4,38,0,17,1,23,5,78
2,21,3,18,5,55,0,2,1,16,4,37
1,9,2,24,5,61,0,19,3,28,4,33
1,11,3,30,5,54,0,19,2,13,4,24
1,18,3,33,4,33,0,15,2,15,5,66
1,11,4,25,5,54,0,18,2,14,3,29
2,23,4,30,5,46,0,9,1,7,3,16
0,13,4,31,5,55,1,11,2,20,3,24
0,14,3,35,4,40,1,21,2,19,5,75
2,24,3,23,4,40,0,7,1,16,5,63
2,9,3,30,5,55,0,14,1,16,4,25
2,23,4,24,5,44,0,19,1,1,3,20
1,13,4,24,5,55,0,18,2,11,3,31
1,19,4,23,5,48,0,6,2,4,3,25
1,24,2,12,3,48,0,24,4,36,5,84
2,22,3,37,4,36,0,23,1,14,5,73
2,7,3,27,5,56,0,5,1,22,4,29
2,15,3,36,4,34,0,17,1,19,5,70
0,14,3,22,5,50,1,8,2,20,4,28
0,7,3,24,5,61,1,17,2,20,4,37
0,9,3,25,5,50,1,16,2,9,4,25
1,23,3,33,4,38,0,10,2,15,5,71
2,16,4,21,5,50,0,24,1,5,3,29
0,11,1,17,5,58,2,13,3,28,4,30
0,23,4,17,5,43,1,3,2,14,3,26
2,9,3,41,4,33,0,17,1,24,5,74
0,12,3,27,5,51,1,15,2,9,4,24
0,24,1,11,5,61,2,15,3,35,4,26
0,17,3,27,5,52,1,10,2,15,4,25
0,8,3,24,5,50,1,16,2,10,4,26
0,20,3,37,4,36,1,17,2,19,5,73
0,17,4,29,5,53,1,7,2,22,3,24
0,20,4,24,5,47,1,3,2,21,3,23
0,1,1,21,5,64,2,21,3,22,4,42
1,6,4,26,5,48,0,16,2,20,3,22
0,4,4,29,5,56,1,23,2,6,3,27
2,17,3,33,4,33,0,17,1,16,5,66
1,23,2,11,5,62,0,5,3,28,4,34
1,12,3,29,5,42,0,17,2,1,4,13
2,11,3,25,5,50,0,11,1,14,4,25
1,14,2,14,5,58,0,16,3,30,4,28
1,15,3,31,5,53,0,16,2,7,4,22
0,22,4,21,5,54,1,11,2,10,3,33
0,24,2,21,3,40,1,16,4,37,5,77
0,2,3,26,5,58,1,24,2,8,4,32
0,10,1,22,5,60,2,6,3,32,4,28
0,13,4,27,5,43,1,3,2,24,3,16
1,18,3,41,4,25,0,23,2,7,5,66
2,20,4,26,5,35,0,3,1,6,3,9
1,24,2,5,5,63,0,10,3,34,4,29
0,23,2,24,3,42,1,19,4,43,5,85
1,14,4,17,5,51,0,20,2,3,3,34
2,23,3,20,4,42,0,1,1,19,5,62
0,19,3,34,4,34,1,15,2,19,5,68
0,13,4,30,5,54,1,11,2,19,3,24
2,11,4,25,5,49,0,10,1,14,3,24
1,9,4,24,5,51,0,18,2,15,3,27
1,15,4,26,5,43,0,2,2,11,3,17
0,21,3,38,4,36,1,17,2,19,5,74
2,22,4,30,5,41,0,3,1,8,3,11
1,12,2,20,5,61,0,17,3,29,4,32
2,9,4,28,5,61,0,14,1,19,3,33
0,19,3,38,4,39,1,19,2,20,5,77
0,2,1,21,5,64,2,20,3,23,4,41
0,7,4,28,5,57,1,22,2,6,3,29
1,15,4,28,5,48,0,5,2,13,3,20
1,8,2,20,5,57,0,21,3,29,4,28
1,23,2,20,3,44,0,21,4,43,5,87
0,10,4,26,5,54,1,18,2,8,3,28
0,23,3,36,4,25,1,13,2,12,5,61
1,20,3,33,4,32,0,13,2,12,5,65
0,9,3,21,5,57,1,12,2,24,4,36
1,16,4,22,5,61,0,23,2,6,3,39
2,14,4,29,5,51,0,7,1,15,3,22
0,9,3,27,5,63,1,18,2,18,4,36
1,19,3,39,4,33,0,20,2,14,5,72
1,12,3,29,5,53,0,17,2,12,4,24
0,21,3,27,5,43,1,6,2,10,4,16
2,21,3,29,4,34,0,16,1,13,5,63
1,8,3,24,5,50,0,16,2,18,4,26
2,21,3,16,5,52,0,1,1,15,4,36
2,17,3,37,4,38,0,16,1,21,5,75
2,17,3,33,4,34,0,16,1,17,5,67
0,21,3,41,4,24,1,20,2,4,5,65
1,17,2,15,5,59,0,10,3,27,4,32
2,18,3,41,4,37,0,22,1,19,5,78
2,9,3,47,4,32,0,24,1,23,5,79
0,19,1,12,5,62,2,19,3,31,4,31
0,9,3,22,5,56,1,13,2,21,4,34
0,18,3,37,4,39,1,19,2,20,5,76
1,17,3,40,4,36,0,23,2,19,5,76
1,14,3,19,5,57,0,5,2,24,4,38
2,21,4,31,5,44,0,3,1,10,3,13
0,1,1,23,5,65,2,18,3,24,4,41
2,21,3,19,5,49,0,10,1,9,4,30
0,22,3,38,4,36,1,16,2,20,5,74
1,10,3,27,5,61,0,17,2,24,4,34
0,24,3,40,4,28,1,16,2,12,5,68
0,14,1,18,5,63,2,13,3,32,4,31
2,3,3,34,5,60,0,11,1,23,4,26
1,22,3,34,4,39,0,12,2,17,5,73
0,23,4,20,5,49,1,6,2,14,3,29
1,17,4,22,5,60,0,21,2,5,3,38
0,4,4,33,5,55,1,18,2,15,3,22
1,16,4,27,5,46,0,3,2,11,3,19
0,1,4,32,5,51,1,18,2,14,3,19
1,24,2,17,3,44,0,20,4,41,5,85
1,20,3,32,4,39,0,12,2,19,5,71
2,13,3,36,4,33,0,16,1,20,5,69
1,19,2,18,5,60,0,4,3,23,4,37
1,20,3,26,4,41,0,6,2,21,5,67
1,15,4,31,5,55,0,9,2,16,3,24
0,18,3,38,4,32,1,20,2,12,5,70
1,21,2,9,5,57,0,6,3,27,4,30
0,11,4,28,5,61,1,22,2,6,3,33
2,24,3,19,5,52,0,10,1,9,4,33
2,9,3,29,5,55,0,12,1,17,4,26
2,22,3,16,5,49,0,5,1,11,4,33
0,11,3,25,5,51,1,14,2,12,4,26
2,5,4,29,5,62,0,9,1,24,3,33
2,10,3,28,5,49,0,17,1,11,4,21
0,20,1,13,5,62,2,16,3,33,4,29
0,24,1,10,5,61,2,17,3,34,4,27
2,24,3,26,4,44,0,6,1,20,5,70
1,21,3,23,5,54,0,2,2,10,4,31
0,5,3,24,5,62,1,19,2,19,4,38
0,16,3,21,5,48,1,5,2,22,4,27
0,12,3,29,5,52,1,17,2,6,4,23
1,8,2,22,5,58,0,20,3,28,4,30
2,8,3,29,5,49,0,17,1,12,4,20
1,24,2,23,3,45,0,21,4,47,5,92
0,5,3,29,5,60,1,24,2,7,4,31
0,15,4,29,5,49,1,5,2,24,3,20
1,19,4,29,5,52,0,4,2,10,3,23
1,21,3,40,4,25,0,19,2,4,5,65
0,21,4,25,5,47,1,1,2,24,3,22
2,21,3,35,4,33,0,23,1,12,5,68
0,22,4,22,5,49,1,5,2,17,3,27
1,23,3,24,4,47,0,1,2,24,5,71
1,19,3,21,5,49,0,2,2,9,4,28
0,14,3,26,5,48,1,12,2,10,4,22
2,14,4,30,5,51,0,5,1,16,3,21
0,8,3,31,5,61,1,23,2,7,4,30
1,20,3,44,4,28,0,24,2,8,5,72
1,18,2,10,5,68,0,22,3,40,4,28
0,21,3,38,4,38,1,17,2,21,5,76
0,22,3,40,4,31,1,18,2,13,5,71
0,13,1,22,5,61,2,4,3,35,4,26
0,12,1,23,5,63,2,5,3,35,4,28
2,19,3,22,5,51,0,12,1,10,4,29
1,14,2,17,5,63,0,18,3,32,4,31
2,19,3,42,4,38,0,23,1,19,5,80
1,23,3,47,4,30,0,24,2,7,5,77
2,5,3,27,5,56,0,3,1,24,4,29
0,14,3,33,4,40,1,19,2,21,5,73
0,22,1,10,5,62,2,20,3,32,4,30
1,19,3,38,4,33,0,19,2,14,5,71
0,18,3,27,5,55,1,9,2,19,4,28
0,10,3,29,5,49,1,19,2,1,4,20
0,18,3,37,4,32,1,19,2,13,5,69
1,8,3,30,5,51,0,22,2,13,4,21
2,18,4,29,5,54,0,14,1,11,3,25
2,4,4,19,5,58,0,24,1,15,3,39
1,24,2,24,3,42,0,18,4,48,5,90
2,20,3,39,4,38,0,21,1,18,5,77
1,23,3,46,4,29,0,23,2,6,5,75
1,14,4,20,5,56,0,22,2,6,3,36
2,22,3,18,5,50,0,8,1,10,4,32
1,23,3,39,4,38,0,16,2,15,5,77
1,23,3,40,4,31,0,17,2,8,5,71
1,12,2,18,5,58,0,16,3,28,4,30
2,14,3,40,4,33,0,21,1,19,5,73
1,24,2,2,5,70,0,20,3,44,4,26
2,15,3,45,4,37,0,23,1,22,5,82
0,21,1,9,5,58,2,19,3,30,4,28
1,12,3,29,5,52,0,17,2,11,4,23
1,16,4,17,5,51,0,18,2,1,3,34
1,9,4,31,5,60,0,20,2,22,3,29
0,7,3,31,5,60,1,24,2,5,4,29
0,12,4,23,5,56,1,21,2,2,3,33
2,21,3,24,5,47,0,22,1,2,4,23
2,12,4,19,5,50,0,24,1,7,3,31
1,18,3,42,4,36,0,24,2,18,5,78
1,10,2,22,5,56,0,14,3,24,4,32
0,13,4,27,5,53,1,13,2,14,3,26
1,10,4,24,5,48,0,14,2,14,3,24
0,15,1,14,5,59,2,16,3,29,4,30
1,23,3,32,4,39,0,9,2,16,5,71
1,14,4,31,5,55,0,10,2,17,3,24
1,24,3,30,4,34,0,6,2,10,5,64
1,22,3,38,4,36,0,16,2,14,5,74
2,17,4,25,5,41,0,8,1,8,3,16
1,15,2,11,5,64,0,23,3,38,4,26
0,7,3,24,5,63,1,17,2,22,4,39
2,6,4,27,5,60,0,12,1,21,3,33
1,23,3,34,4,33,0,11,2,10,5,67
1,15,4,20,5,59,0,24,2,5,3,39
0,19,1,15,5,62,2,13,3,34,4,28
1,14,3,19,5,56,0,5,2,23,4,37
2,10,4,25,5,50,0,10,1,15,3,25
0,15,1,16,5,57,2,10,3,31,4,26
0,14,1,23,5,61,2,1,3,37,4,24
0,12,1,21,5,57,2,3,3,33,4,24
2,9,3,27,5,60,0,3,1,24,4,33
2,22,4,23,5,48,0,24,1,1,3,25
0,10,4,27,5,54,1,17,2,10,3,27
0,11,1,19,5,69,2,20,3,30,4,39
0,22,3,34,4,34,1,12,2,22,5,68
0,15,3,37,4,44,1,22,2,22,5,81
2,23,3,32,4,33,0,22,1,10,5,65
0,3,4,31,5,58,1,24,2,7,3,27
0,9,1,18,5,68,2,23,3,27,4,41
1,16,2,14,5,69,0,23,3,39,4,30
1,8,2,20,5,59,0,23,3,31,4,28
0,11,1,20,5,56,2,5,3,31,4,25
2,18,3,23,5,60,0,4,1,19,4,37
2,4,4,26,5,60,0,12,1,22,3,34
0,12,1,19,5,58,2,8,3,31,4,27
1,19,3,41,4,37,0,22,2,18,5,78
0,15,3,35,4,42,1,20,2,22,5,77
0,17,3,22,5,50,1,5,2,23,4,28
1,18,3,31,4,42,0,13,2,24,5,73
0,16,4,19,5,51,1,16,2,3,3,32
0,17,3,40,4,37,1,23,2,14,5,77
1,15,4,29,5,51,0,7,2,14,3,22
1,20,3,43,4,36,0,23,2,16,5,79
0,24,1,12,5,61,2,13,3,36,4,25
1,10,3,31,5,51,0,21,2,10,4,20
2,23,3,26,4,43,0,6,1,20,5,69
1,24,3,42,4,31,0,18,2,7,5,73
2,24,3,19,5,54,0,8,1,11,4,35
1,6,3,26,5,56,0,20,2,24,4,30
0,2,4,38,5,60,1,20,2,18,3,22
0,15,3,36,4,35,1,21,2,14,5,71
2,17,3,30,4,41,0,6,1,24,5,71
1,18,3,21,5,49,0,3,2,10,4,28
2,18,3,20,5,51,0,7,1,13,4,31
1,22,2,21,3,44,0,22,4,43,5,87
1,14,4,30,5,49,0,5,2,16,3,19
0,21,1,8,5,58,2,21,3,29,4,29
0,12,1,20,5,57,2,5,3,32,4,25
2,14,3,26,5,61,0,5,1,21,4,35
1,12,2,17,5,56,0,15,3,27,4,29
1,19,4,28,5,54,0,7,2,9,3,26
1,14,2,19,5,56,0,9,3,23,4,33
2,6,4,26,5,62,0,16,1,20,3,36
2,12,4,25,5,55,0,17,1,13,3,30
1,18,2,13,5,62,0,13,3,31,4,31
1,15,3,21,5,60,0,6,2,24,4,39
2,12,4,26,5,52,0,12,1,14,3,26
2,20,4,23,5,49,0,23,1,3,3,26
2,2,3,38,5,61,0,17,1,21,4,23
0,13,4,26,5,55,1,16,2,10,3,29
0,4,1,20,5,65,2,21,3,24,4,41
1,17,3,37,4,35,0,20,2,18,5,72
2,12,3,30,5,55,0,17,1,13,4,25
1,15,2,20,5,60,0,10,3,25,4,35
1,15,4,27,5,53,0,11,2,12,3,26
0,23,3,41,4,24,1,18,2,6,5,65
0,6,4,35,5,53,1,12,2,23,3,18
2,24,4,29,5,47,0,13,1,5,3,18
1,18,2,11,5,68,0,21,3,39,4,29
0,23,4,18,5,53,1,12,2,6,3,35
2,12,3,42,4,34,0,20,1,22,5,76
0,24,2,24,4,47,1,23,3,47,5,94
1,13,3,22,5,57,0,9,2,22,4,35
0,2,3,21,5,64,1,19,2,24,4,43
1,22,3,26,4,41,0,4,2,19,5,67
2,18,3,35,4,41,0,12,1,23,5,76
0,5,4,36,5,61,1,20,2,16,3,25
0,16,3,31,5,52,1,15,2,6,4,21
2,5,4,25,5,60,0,15,1,20,3,35
1,13,2,21,5,63,0,16,3,29,4,34
2,21,3,27,4,42,0,6,1,21,5,69
0,14,1,21,5,62,2,6,3,35,4,27
0,17,4,17,5,50,1,16,2,1,3,33
2,14,4,26,5,54,0,16,1,12,3,28
1,11,3,29,5,48,0,18,2,8,4,19
1,14,4,32,5,47,0,1,2,18,3,15
1,12,2,24,5,51,0,3,3,15,4,36
1,20,3,35,4,44,0,15,2,24,5,79
0,13,3,36,4,45,1,23,2,22,5,81
1,9,3,32,5,55,0,23,2,14,4,23
2,23,3,37,4,38,0,22,1,15,5,75
2,8,3,44,4,32,0,20,1,24,5,76
1,23,2,15,5,63,0,2,3,25,4,38
1,11,4,28,5,62,0,23,2,17,3,34
0,5,3,28,5,60,1,23,2,9,4,32
0,15,3,38,4,45,1,23,2,22,5,83
1,17,3,34,4,40,0,17,2,23,5,74
2,10,4,25,5,61,0,21,1,15,3,36
0,14,3,24,5,49,1,10,2,15,4,25
1,9,2,20,5,58,0,20,3,29,4,29
1,20,3,23,5,49,0,3,2,6,4,26
1,21,3,25,4,43,0,4,2,22,5,68
0,10,3,25,5,60,1,15,2,20,4,35
1,23,3,41,4,26,0,18,2,3,5,67
1,11,3,29,5,51,0,18,2,11,4,22
1,22,2,4,5,68,0,20,3,42,4,26
1,21,4,22,5,61,0,18,2,1,3,39
1,22,3,37,4,37,0,15,2,15,5,74
2,16,3,20,5,48,0,8,1,12,4,28
0,18,4,30,5,55,1,7,2,23,3,25
1,23,3,30,4,47,0,7,2,24,5,77
0,6,4,30,5,59,1,23,2,7,3,29
1,16,3,37,4,35,0,21,2,19,5,72
0,14,3,30,5,54,1,16,2,8,4,24
2,17,3,21,5,48,0,11,1,10,4,27
1,24,3,31,4,45,0,7,2,21,5,76
1,24,3,30,4,44,0,6,2,20,5,74
1,13,3,26,5,60,0,13,2,21,4,34
1,20,3,27,5,52,0,7,2,5,4,25
1,16,2,16,5,62,0,14,3,30,4,32
0,22,3,44,4,29,1,22,2,7,5,73
1,13,4,30,5,61,0,18,2,17,3,31
1,9,3,33,5,49,0,24,2,7,4,16
1,18,3,20,5,49,0,2,2,11,4,29
0,16,3,33,4,40,1,17,2,23,5,73
2,21,3,21,5,52,0,11,1,10,4,31
